id,y_true,y_pred,score,headline_short,description_short
439836.0,1,0,-1.6339439395657174,Amerikaanse verkiezingen blijven onbeslist na Iowa,NEW HAMPSHIRE (BLOOMBERG) - De Democraat Obama en de Republikein Huckabee moeten hun overwinning in Iowa nu pogen te verzilveren in New Hampshire. 'Als jullie mij over vier dage...
482925.0,1,0,-1.3251358527495132,Tientallen doden bij gevechten in Congo,KINSHASA (AP). - Bij zware gevechten in het oosten van Congo zijn zaterdag en zondag tientallen doden gevallen. Volgens de Congolese regering vielen honderden rebellen een basis...
463671.0,1,0,-1.301215801006614,Vliegtuig VLM raakt van baan in Nederland,Een passagiersvliegtuig van de Vlaamse luchtvaartmaatschappij VLM is gisteravond even voor 21 uur van de baan geraakt op het vliegveld Eelde in de Nederlandse provincie Drenthe....
443203.0,1,0,-1.201168123196391,Nederland vindt geen antwoord op Wilders-film,"BRUSSEL/DEN HAAG (ANP, DS) - Het regent 'waarschuwingen' voor de anti-Koranfilm van Geert Wilders, die nu ?cht bijna zou worden uitgezonden. De krant De Telegraaf meldde gistere..."
481649.0,1,0,-1.1712844170183687,Bloed en tranen begeleiden Bhutto naar graf,"GARHI KHUDA BAKHSH (REUTERS, AP) - De Pakistaanse regering zei gisteren over bewijzen te beschikken dat Al-Qaeda achter de moord op Benazir Bhutto zit. Honderdduizenden rouwende..."
479008.0,1,0,-0.9583891766409554,Franse kardinaal Lustiger overleden,"De Franse kardinaal en oud-aartsbisschop van Parijs Jean-Marie Lustiger is op 80-jarige leeftijd overleden, zo werd gisteravond in Parijs bekendgemaakt. Lustiger gold als een va..."
647334.0,1,0,-0.9191411662268176,Elf nieuwe aanklachten tegen ex-dictator Pinochet,"MADRID (dpa, anp) -- De Spaanse rechter Baltasar Garz?n heeft een lijst met elf nieuwe aanklachten wegens marteling tegen de Chileense ex-dictator Augusto Pinochet overhandigd a..."
461819.0,1,0,-0.9094357473237704,Fons Rademakers overleden.,"Fons Rademakers. De filmregisseur Fons Rademakers is gisteren op 86-jarige leeftijd overleden in een ziekenhuis in het Zwitserse Gen?ve, nabij zijn woonplaats Thoiry in Frankrij..."
677647.0,1,0,-0.9013890747561666,Waar halen 15-24-jarige studerenden hun geld?,Ouders Baan Studiefinanciering Griekenland 94 8 0 Portugal 93 9 4 Spanje 92 17 4 Itali? 91 20 2 Belgi? 88 17 4 Luxemburg 86 41 7 Frankrijk 83 27 11 Duitsland 80 44 9 Oostenrijk ...
483418.0,1,0,-0.8894648164825809,Nasa zoekt originele videobanden eerste maanlanding,",,Ze zijn niet verloren'', beklemtoont de Amerikaanse ruimtevaartorganisatie Nasa, ,,we hebben ze alleen nog niet teruggevonden''. Niemand weet precies waar de magneetbanden zij..."
479318.0,1,0,-0.8625419247170025,Benedictus brengt groene boodschap,LORETO (AP) - Op een katholiek jeugdfestival in Loreto heeft de paus een ecologische boodschap gebracht. Paus Benedictus XVI heeft jonge katholieken gisteren opgeroepen het voor...
670639.0,1,0,-0.8398850957728143,Pim Fortuyn krijgt begrafenis als volksheld,"Van onze redacteur in Nederland Jorn De Cock AMSTERDAM -- Duizenden Nederlanders trokken gisteren voorbij het lijk van Pim Fortuyn, opgebaard in een witte kist in de kathedraal ..."
568973.0,1,0,-0.832868833151027,Gouden Palm voor Bush-hater,"CANNES - George W. Bush is een onvoorstelbaar onbekwame man, en de oorlog in Irak stort tienduizenden mensen in Irak ?n de VS in hun ongeluk om zakelijke belangen van dat stuk o..."
667171.0,1,0,-0.7873421896078119,KORT - BUITENLAND,"-? FRANKRIJK. ,,Nee'' stijgt in opiniepeiling -? NEDERLAND. Variant Creutzfeldt-Jakob vastgesteld FRANKRIJK. ,,Nee'' stijgt in opiniepeiling In een peiling van het bureau BVA, d..."
647113.0,1,0,-0.7651345020821012,Dierckxsens praat zich uit Tour,"BRUSSEL - Ludo Dierckxsens ligt uit de Tour en dat heeft hij enkel aan zichzelf te wijten. Dierckxsens heeft zichzelf met synacthen ingespoten, een verboden product dat cortico?..."
673385.0,1,0,-0.7523734862942173,Chirac en Berlusconi spelen BelgiÄ‚Â« Voedselagentschap toe,"Van onze redacteur Bernard Bulcke BRUSSEL -- De Franse president, Jacques Chirac, en de Italiaanse premier, Silvio Berlusconi, hebben er, mede door een snelle reactie van EU-voo..."
481835.0,1,0,-0.7328835654136518,Europa-prijs voor Bernard Bulcke.,"De prestigieuze pan-Europese ,,Beweging voor de Verenigde Staten van Europa'' heeft gisteren haar persprijs uitgereikt aan Bernard Bulcke (52), Europa-correspondent van De Stand..."
461748.0,1,0,-0.7169266300615753,Frank De Winne reserve voor shuttlevlucht.,"Frank De Winne. Frank De Winne (45), die in 2002 de tweede Belg in de ruimte werd, is aangewezen als reservebemanningslid voor de Franse astronaut L?opold Eyharts, die later dit..."
674169.0,1,0,-0.7156124826707086,Euronext doet eerste grote overname,"BRUSSEL -- Euronext, de aandelenbeurs die ontstond uit de fusie van de beurzen van Brussel, Parijs, en Amsterdam, krijgt er nu ook een belangrijke Britse poot bij. Ze wordt bijn..."
676560.0,1,0,-0.6875207774921683,Artikel zonder titel,OPNIEUW SUPPLEMENT IN TWEEPERSOONSKAMER BRUSSEL -- In meer en meer ziekenhuizen beginnen artsen opnieuw ereloonsupplementen aan te rekenen aan pati?nten in twee- en meerpersoons...
